Codice;Cliente;DataAp;Indirizzo;Città;Stato;DataCh
52720388;JXK223;03/04/2024;Corso del Risorgimento, 244;Modena;Attivo;
52749366;POP275;10/07/2022;Via Colombo, 33;Rimini;Inattivo;13/11/2025
52788165;CLC303;18/08/2025;Via delle Scienze, 85;Vercelli;Inattivo;17/12/2025
52788598;VVV428;19/09/2025;Corso Marconi, 197;Palermo;Inattivo;01/01/2026
52797302;URB394;28/02/2023;Viale Leopardi, 87;Vercelli;Inattivo;27/02/2025
52811390;FLH138;20/06/2023;Viale della Repubblica, 138;Bologna;Inattivo;12/03/2024
52813190;IHW605;21/12/2021;Corso del Risorgimento, 86;Ascoli Piceno;Inattivo;09/10/2024
52832867;USC957;18/08/2025;Corso della Pace, 27;Agrigento;Inattivo;09/11/2025
52834110;CKB613;08/09/2025;Via IV Novembre, 297;Barletta;Attivo;
52887344;OXE692;04/07/2024;Corso Marconi, 221;Rovereto;Attivo;
52965923;FXT306;21/10/2022;Corso Vittorio Emanuele, 157;Trento;Inattivo;28/01/2026
53021166;KLR802;23/12/2024;Corso Vittorio Emanuele, 172;Perugia;Inattivo;01/05/2025
53027169;ERA899;08/10/2022;Corso del Risorgimento, 252;Andria;Attivo;
53031016;UYR535;14/08/2024;Corso Cavour, 74;Bolzano;Inattivo;01/11/2025
53081836;UXC149;05/09/2022;Via del Commercio, 230;Ferrara;Inattivo;11/01/2026
53086042;ZJC626;28/03/2026;Piazza Mazzini, 204;Ferrara;Attivo;
53106987;CAX566;21/09/2021;Viale Italia, 151;Rimini;Inattivo;27/11/2021
53113266;NCV938;14/02/2021;Corso XX Settembre, 174;Pordenone;Inattivo;19/04/2024
53114262;BON782;14/05/2024;Via Roma, 158;Bergamo;Inattivo;30/10/2024
53124345;SPN251;25/04/2022;Viale Italia, 36;Rovigo;Inattivo;18/04/2025
53156685;OBZ917;06/11/2020;Via Verdi, 268;Ravenna;Attivo;
53173505;ENK636;29/10/2025;Via della Costituzione, 225;Trento;Attivo;
53188645;WOY773;03/01/2023;Corso Garibaldi, 244;Trieste;Attivo;
53269834;OJU261;16/05/2023;Viale delle Industrie, 173;Rimini;Inattivo;08/04/2026
53281165;KMW072;14/03/2022;Viale Santa Maria, 7;Livorno;Attivo;
53380054;EGG853;02/01/2024;Viale dei Lavoratori, 258;Sassari;Attivo;
53412301;MGO988;02/07/2024;Via Roma, 123;Oristano;Inattivo;22/02/2026
53440708;XTR883;23/03/2020;Viale Italia, 123;Ferrara;Attivo;
53442111;UHR278;28/03/2025;Corso Vittorio Emanuele, 291;Lecce;Inattivo;17/03/2026
53476088;UYM971;17/12/2021;Via dell'Acquedotto, 186;Novara;Inattivo;10/05/2025
53490211;CAY819;09/11/2023;Via della Costituzione, 117;Vicenza;Attivo;
53495412;ZBN908;22/03/2021;Corso Cavour, 25;Crotone;Attivo;
53511026;UQI249;16/04/2022;Via Verdi, 121;Agrigento;Attivo;
53520904;DMB224;13/07/2021;Corso Marconi, 88;Teramo;Inattivo;21/04/2024
53533448;DET328;31/07/2023;Piazza Mazzini, 140;Giugliano;Attivo;
53535375;GHG836;17/04/2021;Viale Santa Maria, 210;Pisa;Attivo;
53583040;SLE778;05/06/2025;Piazza Mazzini, 114;Ravenna;Attivo;
53586449;IDA181;02/10/2024;Via della Costituzione, 72;Trento;Attivo;
53588418;GOX523;13/05/2022;Corso Garibaldi, 60;Lecce;Inattivo;23/02/2025
53588537;IDA181;31/10/2025;Corso del Risorgimento, 150;Rovereto;Inattivo;01/04/2026
53594882;MGH462;22/09/2020;Via IV Novembre, 215;Pordenone;Attivo;
53604890;ZVX632;29/10/2025;Piazza Mazzini, 133;Piacenza;Inattivo;16/01/2026
53626204;DYS749;08/12/2022;Viale Nazionale, 299;Verona;Inattivo;17/08/2025
53643813;HYE072;06/04/2020;Via Verdi, 96;Roma;Inattivo;29/09/2023
53776618;NPA361;06/03/2022;Via Matteotti, 27;Caserta;Inattivo;21/04/2025
53779507;UMD183;05/09/2024;Via della Costituzione, 166;Lecce;Attivo;
53835699;SPK147;07/04/2025;Viale Nazionale, 75;Verona;Attivo;
53848075;HNX787;14/11/2021;Corso Vittorio Emanuele, 135;Giugliano;Inattivo;17/05/2023
53872075;XVP447;01/01/2025;Piazza Mazzini, 159;Brindisi;Attivo;
53882697;ZAL939;11/07/2024;Viale della Repubblica, 199;Trento;Attivo;
53888048;OMM721;10/11/2023;Corso della Pace, 150;Perugia;Attivo;
53898364;BWO614;11/08/2020;Viale Leopardi, 198;Cosenza;Attivo;
53930046;XNT090;10/09/2020;Viale dei Lavoratori, 213;Alessandria;Inattivo;29/05/2025
54073197;ZHK838;26/11/2020;Viale delle Industrie, 1;Brindisi;Attivo;
54078967;TCP665;31/03/2025;Via dell'Acquedotto, 270;Olbia;Attivo;
54107692;QRS059;11/10/2024;Corso Vittorio Emanuele, 119;Como;Inattivo;02/11/2025
54138459;GEC158;04/06/2024;Via della Libertà, 129;Pordenone;Inattivo;10/05/2025
54158331;FUK474;03/11/2020;Via Verdi, 7;Trieste;Attivo;
54189974;NKA600;21/01/2020;Via Matteotti, 209;Taranto;Inattivo;25/06/2022
54202248;QAZ794;03/09/2021;Via Verdi, 37;Oristano;Inattivo;20/11/2024
54210175;HQS466;04/09/2020;Viale Italia, 229;Foligno;Attivo;
54211753;FRK794;19/05/2024;Viale Italia, 250;Foggia;Inattivo;09/08/2024
54212914;OBX257;25/11/2024;Viale Nazionale, 3;Rovigo;Attivo;
54238602;NKI188;04/07/2020;Viale Santa Maria, 25;Catanzaro;Attivo;
54258922;KVL690;01/01/2022;Via Europa, 30;Ravenna;Attivo;
54328309;CEG087;13/07/2024;Viale Santa Maria, 14;Parma;Attivo;
54424842;OWJ031;06/05/2020;Via delle Scienze, 189;Taranto;Inattivo;23/08/2023
54429906;LON134;05/06/2025;Corso XX Settembre, 206;Foggia;Inattivo;26/01/2026
54449835;IDA181;20/08/2023;Via Verdi, 179;Rovereto;Attivo;
54472322;GEF774;22/07/2020;Corso Cavour, 260;Bologna;Inattivo;22/05/2024
54477250;NYI163;17/12/2025;Viale Santa Maria, 73;Siracusa;Inattivo;10/03/2026
54496163;WDF372;04/08/2023;Viale Leopardi, 245;Spoleto;Inattivo;04/02/2025
54544608;JXW992;11/05/2022;Via San Giovanni, 34;Lecce;Attivo;
54545697;OQQ071;03/08/2021;Via dei Mille, 200;Padova;Attivo;
54550229;AXQ396;29/06/2024;Viale Santa Maria, 272;Modena;Inattivo;28/09/2024
54600452;IPA631;16/01/2021;Viale delle Industrie, 52;Vibo Valentia;Attivo;
54606069;PTA175;25/11/2022;Via Mazzini, 2;Giugliano;Attivo;
54630600;FOA460;17/04/2020;Viale dei Lavoratori, 163;Vibo Valentia;Inattivo;27/08/2024
54701732;KSW875;13/04/2020;Via delle Scienze, 175;Bolzano;Attivo;
54731584;FTE353;28/03/2025;Corso Marconi, 263;Varese;Attivo;
54760948;NNZ688;13/04/2022;Corso Vittorio Emanuele, 14;Piacenza;Attivo;
54765224;ZOV652;30/06/2024;Via Matteotti, 170;Gorizia;Attivo;
54790583;XNT090;24/08/2020;Viale Leopardi, 272;Novara;Inattivo;22/11/2020
54801277;ZQQ117;27/10/2020;Via San Giovanni, 54;Pisa;Inattivo;20/06/2023
54812308;FGL090;02/09/2022;Via Mazzini, 69;Ragusa;Inattivo;31/08/2023
54817736;QJN048;26/01/2024;Corso Marconi, 36;Rovigo;Attivo;
54829435;XHH915;08/07/2020;Viale dei Lavoratori, 204;Mantova;Inattivo;01/02/2026
54867228;NOV815;04/01/2026;Viale Leopardi, 124;Reggio Emilia;Inattivo;05/03/2026
54878904;XPO739;27/12/2025;Corso del Risorgimento, 163;Bolzano;Inattivo;13/03/2026
54881898;IPA631;02/05/2023;Piazza Mazzini, 207;Catanzaro;Attivo;
54885015;DCR256;30/10/2023;Viale delle Industrie, 15;Fermo;Attivo;
54886946;EUR678;30/12/2020;Viale dei Lavoratori, 74;Macerata;Inattivo;15/05/2024
54941996;XVP447;11/01/2023;Via del Commercio, 135;Taranto;Inattivo;07/05/2025
54948562;DZW146;16/07/2023;Via della Costituzione, 78;Crotone;Attivo;
54953006;KKI364;03/07/2025;Via dei Mille, 168;Parma;Attivo;
54966390;WHR290;15/06/2020;Viale Nazionale, 109;Bolzano;Attivo;
54997278;AOO648;06/06/2025;Via Mazzini, 165;Bolzano;Inattivo;14/02/2026
55005342;FGS020;14/11/2022;Corso della Pace, 299;Grosseto;Attivo;
55049723;TPQ109;19/05/2024;Corso della Pace, 202;Pavia;Attivo;
55109109;IJX684;01/01/2020;Via delle Scienze, 88;Salerno;Attivo;
55146688;OJU261;11/09/2024;Corso della Pace, 138;Ferrara;Inattivo;20/04/2026
55195778;HXU835;02/11/2021;Corso XX Settembre, 277;Giugliano;Inattivo;31/01/2024
55203027;RDE306;28/04/2024;Via Colombo, 104;Alessandria;Attivo;
55208814;CTL401;25/05/2025;Viale Nazionale, 27;Novara;Attivo;
55238055;DMX899;28/08/2021;Corso XX Settembre, 155;Parma;Inattivo;05/11/2024
55239004;URP860;24/10/2020;Corso Vittorio Emanuele, 80;Parma;Attivo;
55430796;KSO238;20/06/2022;Viale della Repubblica, 54;Foggia;Attivo;
55441983;XUH774;07/09/2025;Via San Giovanni, 292;Piacenza;Attivo;
55443441;KZW989;04/06/2023;Via IV Novembre, 126;Vicenza;Attivo;
55449205;NEG586;16/03/2023;Corso Vittorio Emanuele, 147;Cesena;Attivo;
55470500;ZOV652;22/12/2023;Via della Libertà, 171;Gorizia;Attivo;
55475749;GXZ714;01/02/2023;Via Dante, 268;Brescia;Attivo;
55482627;ZOV652;06/05/2025;Piazza Mazzini, 96;Udine;Attivo;
55491801;EDA256;10/03/2025;Via Europa, 24;Barletta;Inattivo;10/08/2025
55545903;UQI249;21/10/2022;Viale delle Industrie, 170;Catania;Attivo;
55557663;XHA234;18/09/2022;Corso Cavour, 2;Siena;Attivo;
55561857;FTX445;11/07/2020;Viale Leopardi, 63;Pisa;Attivo;
55571162;ZWP879;20/03/2025;Piazza Mazzini, 145;Frosinone;Inattivo;02/09/2025
55607540;GRV243;02/04/2021;Viale Santa Maria, 203;Forlì;Inattivo;14/08/2021
55655743;BYV888;01/11/2020;Via della Costituzione, 300;Messina;Attivo;
55657817;XBT624;15/12/2022;Via dei Mille, 134;Trieste;Inattivo;27/02/2024
55669078;EQE188;03/09/2021;Viale della Repubblica, 108;Monza;Attivo;
55684467;NMT246;16/04/2023;Viale Santa Maria, 219;Rimini;Inattivo;01/10/2024
55732165;VAS980;17/08/2020;Via Dante, 109;Frosinone;Attivo;
55744331;RXV102;15/05/2025;Viale della Repubblica, 117;Ravenna;Inattivo;14/09/2025
55759599;RDC496;28/02/2024;Corso del Risorgimento, 176;Bologna;Attivo;
55768321;ICG825;08/04/2020;Via Colombo, 280;Siracusa;Inattivo;12/07/2022
55788707;JER095;10/01/2021;Corso del Risorgimento, 279;Ferrara;Inattivo;12/03/2022
55819870;WFU112;03/09/2025;Via Roma, 254;Alessandria;Attivo;
55871207;RXV102;07/07/2023;Via San Giovanni, 200;Ferrara;Inattivo;05/08/2025
55892975;BTN326;17/07/2020;Piazza Mazzini, 81;Bologna;Inattivo;10/11/2025
55896268;NMI903;10/05/2022;Corso Marconi, 106;Caltanissetta;Attivo;
55897148;FWS496;25/03/2020;Corso della Pace, 73;Ferrara;Inattivo;29/12/2024
55957640;GPP453;17/08/2022;Piazza Mazzini, 216;Andria;Attivo;
55985866;QZH335;06/08/2022;Viale dei Lavoratori, 152;Spoleto;Inattivo;02/08/2024
56010413;TAS311;14/05/2021;Viale Santa Maria, 234;Caserta;Inattivo;02/08/2023
56058679;NIY569;08/01/2023;Via Verdi, 278;Oristano;Attivo;
56074299;LKW438;02/04/2020;Viale Leopardi, 74;Giugliano;Attivo;
56091210;TJJ918;07/11/2022;Via della Libertà, 182;Catanzaro;Inattivo;23/11/2023
56159700;UVQ699;14/04/2020;Via Colombo, 108;Firenze;Inattivo;26/01/2021
56162284;YND499;14/03/2022;Corso Marconi, 178;Brindisi;Attivo;
56167946;VYV468;28/12/2024;Corso della Pace, 35;Forlì;Attivo;
56173574;DEG528;04/06/2022;Piazza Mazzini, 192;Messina;Attivo;
56176792;FZD179;07/09/2025;Via della Libertà, 67;Grosseto;Attivo;
56225223;EVM566;15/06/2025;Via IV Novembre, 109;Teramo;Inattivo;09/10/2025
56259160;JWO018;28/02/2021;Viale Italia, 191;Modena;Inattivo;25/11/2022
56263838;BZP033;20/03/2020;Viale Leopardi, 279;Lucca;Attivo;
56376604;HOV265;16/03/2024;Corso Marconi, 176;Crotone;Inattivo;21/10/2025
56386557;CLJ485;28/05/2025;Via Matteotti, 72;Palermo;Attivo;
56398554;EMV932;28/01/2025;Via dei Mille, 108;Catanzaro;Inattivo;03/03/2026
56420181;YND499;28/03/2020;Piazza Mazzini, 193;Bari;Inattivo;19/04/2022
56484427;UHP420;14/10/2022;Via dei Mille, 202;Terni;Attivo;
56491111;FOA460;08/03/2020;Piazza Mazzini, 255;Crotone;Attivo;
56526505;XTA162;27/02/2022;Via dell'Acquedotto, 135;Rovigo;Inattivo;26/01/2025
56547226;CHK878;29/09/2025;Via San Giovanni, 284;Ravenna;Inattivo;17/04/2026
56574465;PPU483;29/05/2022;Corso Vittorio Emanuele, 40;Siena;Inattivo;07/05/2024
56579678;DSN935;16/02/2023;Piazza Mazzini, 129;Modena;Inattivo;03/11/2025
56591166;CWY571;05/02/2024;Viale delle Industrie, 13;Agrigento;Inattivo;27/02/2025
56614477;PAW210;07/10/2024;Via del Commercio, 210;Treviso;Attivo;
56654977;ZBN908;04/05/2020;Via Europa, 153;Cosenza;Attivo;
56671168;BSO708;13/02/2023;Via Colombo, 250;Spoleto;Attivo;
56676650;CJQ869;14/05/2024;Via del Commercio, 33;Palermo;Attivo;
56682121;MFZ292;09/10/2023;Viale dei Lavoratori, 130;Viterbo;Attivo;
56717762;LRQ475;16/06/2024;Corso Vittorio Emanuele, 115;Roma;Attivo;
56764281;VTM268;02/09/2021;Via IV Novembre, 269;Lucca;Attivo;
56804436;AHL387;12/08/2023;Corso della Pace, 110;Piacenza;Attivo;
56827567;DMV957;28/03/2020;Via dell'Acquedotto, 119;Reggio Calabria;Inattivo;08/02/2021
56872343;ACS084;27/08/2020;Corso Garibaldi, 161;Forlì;Attivo;
56901763;UTK353;18/03/2021;Via IV Novembre, 258;Ancona;Attivo;
56902177;LAP794;17/03/2023;Corso Garibaldi, 155;Novara;Inattivo;05/11/2024
56911708;UEZ218;26/01/2025;Corso XX Settembre, 96;Verona;Inattivo;29/11/2025
56963259;BHN728;04/07/2023;Via Matteotti, 240;Foligno;Inattivo;12/02/2024
57082317;NCV938;17/09/2020;Viale dei Lavoratori, 294;Trieste;Inattivo;21/01/2025
57082723;FNX394;04/08/2023;Corso Garibaldi, 186;Trapani;Attivo;
57091103;OZP393;14/06/2023;Viale dei Lavoratori, 216;Lucca;Attivo;
57112461;TDQ592;21/12/2024;Via San Giovanni, 8;Forlì;Inattivo;28/10/2025
57113633;IEM540;25/02/2025;Via Mazzini, 113;Livorno;Attivo;
57117064;UGN509;23/01/2026;Via Mazzini, 262;Pistoia;Inattivo;21/04/2026
57124760;JPA115;28/03/2021;Piazza Mazzini, 264;Vercelli;Inattivo;25/09/2021
57137271;IJD426;23/11/2020;Viale delle Industrie, 191;Lucca;Attivo;
57139155;DWG460;16/05/2024;Via Mazzini, 217;Ferrara;Attivo;
57154379;BPI984;11/03/2022;Corso Vittorio Emanuele, 4;Novara;Attivo;
57169061;ICX344;19/04/2026;Via della Costituzione, 21;Parma;Attivo;
57190172;LBA518;31/10/2021;Corso Vittorio Emanuele, 27;Brescia;Attivo;
57213074;KSO238;13/07/2021;Via IV Novembre, 61;Brindisi;Inattivo;19/01/2026
57243586;MED913;06/12/2020;Corso XX Settembre, 87;Foggia;Attivo;
57244167;ZOS538;06/05/2024;Viale Santa Maria, 149;Caltanissetta;Inattivo;05/01/2026
57258784;GZQ949;12/05/2023;Via dei Mille, 141;Udine;Inattivo;05/01/2025
57292774;EZZ678;16/08/2021;Via Verdi, 5;Sondrio;Inattivo;19/04/2026
57312616;KDB776;30/01/2026;Via Roma, 247;Ravenna;Attivo;
57317810;ACS084;23/01/2026;Via Mazzini, 122;Modena;Attivo;
57355289;EPE905;11/11/2024;Piazza Mazzini, 74;Trieste;Attivo;
57385779;SIS512;05/01/2025;Via delle Scienze, 270;Cesena;Attivo;
57386463;DSN935;12/10/2020;Corso della Pace, 189;Piacenza;Attivo;
57394731;BFX008;09/07/2021;Corso Cavour, 228;Foggia;Attivo;
57407482;AOS277;29/10/2020;Via IV Novembre, 154;Ravenna;Attivo;
57436713;AOU577;11/04/2024;Corso Vittorio Emanuele, 152;Vibo Valentia;Attivo;
57452455;HAK423;15/07/2023;Via IV Novembre, 202;Benevento;Attivo;
57476911;RQQ700;11/10/2024;Via delle Scienze, 174;Modena;Inattivo;10/03/2025
57476950;PIK178;05/04/2020;Viale Santa Maria, 300;Forlì;Inattivo;11/05/2021
57489047;NBK796;01/11/2024;Corso Marconi, 66;Olbia;Inattivo;18/01/2026
57505577;SPN251;30/05/2025;Viale Italia, 235;Treviso;Attivo;
57545657;PSZ751;05/09/2021;Via Dante, 86;Crotone;Attivo;
57557522;HIS114;15/08/2023;Corso Vittorio Emanuele, 260;Andria;Inattivo;25/04/2024
57576379;UKM965;25/08/2025;Via dei Mille, 161;Bologna;Inattivo;21/12/2025
57591604;QRS059;18/10/2022;Via Mazzini, 265;Monza;Inattivo;06/11/2025
57594434;OYE037;19/08/2025;Via IV Novembre, 182;Brescia;Attivo;
57598762;CQZ622;23/01/2022;Viale Santa Maria, 121;Treviso;Attivo;
57612189;QTB722;18/10/2022;Via del Commercio, 76;Perugia;Attivo;
57651186;OWK560;23/09/2020;Via della Libertà, 5;Foggia;Attivo;
57683420;FNY995;13/01/2021;Via dei Mille, 153;Foggia;Attivo;
57697357;CNT928;02/03/2025;Viale Leopardi, 60;Bologna;Attivo;
57709067;PPX603;18/11/2024;Via della Costituzione, 239;Taranto;Inattivo;22/10/2025
57710932;ANS132;26/06/2023;Viale Italia, 116;Foligno;Attivo;
57712903;MFZ292;21/01/2024;Via delle Scienze, 262;Roma;Inattivo;17/05/2025
57718375;MJZ805;17/07/2022;Via dell'Acquedotto, 55;Forlì;Inattivo;20/01/2025
57795417;NMI384;19/09/2024;Via Verdi, 269;Agrigento;Attivo;
57798882;XXT686;14/11/2022;Viale Nazionale, 207;Caltanissetta;Attivo;
57832796;SJW251;22/07/2024;Viale Italia, 282;Forlì;Inattivo;21/08/2025
57853907;EQD496;29/09/2025;Via Colombo, 240;Pistoia;Attivo;
57868633;BNP704;01/03/2025;Via Mazzini, 58;Taranto;Inattivo;18/09/2025
57873002;DPK667;11/12/2022;Via del Commercio, 148;Napoli;Inattivo;03/10/2025
57947199;PKH374;04/03/2020;Via dei Mille, 63;Ferrara;Inattivo;10/07/2020
57973418;PNW127;01/12/2023;Via dei Mille, 22;Benevento;Attivo;
58024559;LZG508;21/01/2026;Via Dante, 55;Venezia;Inattivo;15/04/2026
58087017;QUE979;05/01/2020;Viale Leopardi, 53;Pistoia;Attivo;
58094047;GNV722;19/06/2024;Via del Commercio, 30;Reggio Emilia;Inattivo;04/05/2025
58116595;RYO262;20/01/2024;Via delle Scienze, 191;Rovereto;Attivo;
58141401;SUS128;05/06/2022;Via San Giovanni, 204;Lecce;Attivo;
58144000;VJC269;18/01/2023;Corso Marconi, 24;Ravenna;Inattivo;14/09/2025
58152692;KSC221;16/08/2023;Via IV Novembre, 196;Ravenna;Attivo;
58207271;WLT285;11/09/2021;Corso Vittorio Emanuele, 17;Sassari;Attivo;
58355054;IVQ931;28/11/2021;Viale Santa Maria, 22;Viterbo;Attivo;
58360943;UBQ350;22/10/2025;Corso del Risorgimento, 183;Verona;Attivo;
58372687;XIV142;19/06/2025;Viale Santa Maria, 262;Ferrara;Attivo;
58413768;ERH700;11/05/2021;Via della Costituzione, 54;Modena;Attivo;
58424959;JER095;28/09/2025;Via del Commercio, 44;Modena;Attivo;
58433913;NPV838;22/07/2022;Corso Cavour, 265;Padova;Attivo;
58463122;CSC667;01/04/2023;Via Colombo, 140;Vibo Valentia;Inattivo;18/12/2025
58481703;QCL677;18/07/2024;Corso Garibaldi, 234;Bologna;Attivo;
58496741;SIW989;22/11/2024;Corso della Pace, 289;Novara;Attivo;
58503027;XIQ395;29/04/2025;Via delle Scienze, 41;Brindisi;Attivo;
58543298;KFE272;02/04/2025;Via IV Novembre, 110;Vibo Valentia;Attivo;
58586239;HVG220;15/11/2022;Via Europa, 62;Pavia;Inattivo;13/11/2024
58607047;NEM711;23/09/2021;Via Roma, 68;Pistoia;Attivo;
58626751;PLZ261;27/04/2021;Viale Leopardi, 218;Mantova;Attivo;
58704506;INJ873;14/09/2020;Via Mazzini, 238;Crotone;Attivo;
58722557;PNI949;11/08/2025;Viale della Repubblica, 176;Reggio Calabria;Inattivo;14/12/2025
58723858;QHN967;20/03/2024;Viale della Repubblica, 79;Cremona;Attivo;
58739610;HZF647;09/06/2021;Via Mazzini, 260;Bologna;Attivo;
58745126;YZH571;10/05/2021;Via dell'Acquedotto, 231;Trento;Attivo;
58748562;YWK855;26/05/2022;Via del Commercio, 285;Olbia;Attivo;
58749391;ROK141;11/10/2024;Via delle Scienze, 50;Bologna;Attivo;
58770676;MTF194;23/03/2022;Via della Costituzione, 88;Arezzo;Attivo;
58782455;FWZ919;20/05/2024;Corso Vittorio Emanuele, 98;Pavia;Attivo;
58820893;JVJ464;25/12/2022;Viale delle Industrie, 22;Siracusa;Attivo;
58821597;MXU077;03/08/2025;Via San Giovanni, 205;Reggio Emilia;Inattivo;04/01/2026
58826913;HIS414;17/01/2021;Via dell'Acquedotto, 135;Ascoli Piceno;Inattivo;24/07/2024
58835651;JUX774;28/02/2025;Corso Cavour, 150;Rimini;Attivo;
58838425;KFV848;22/07/2022;Via Europa, 71;Macerata;Attivo;
58869320;MMU679;02/10/2023;Via della Libertà, 4;Ferrara;Attivo;
58878995;LDV128;18/02/2020;Via Roma, 192;Udine;Inattivo;12/07/2020
58881431;EQE188;30/04/2021;Via Verdi, 171;Lodi;Inattivo;15/09/2021
58900824;LLP389;29/12/2025;Via Matteotti, 54;Spoleto;Attivo;
58962980;NAR372;24/02/2024;Corso del Risorgimento, 3;Brescia;Attivo;
58974223;MFZ292;06/07/2023;Corso Vittorio Emanuele, 28;Latina;Attivo;
59021666;HAP837;15/06/2025;Via Matteotti, 31;Barletta;Attivo;
59030438;TFA722;18/02/2021;Viale delle Industrie, 257;Vicenza;Attivo;
59047986;UYM971;15/01/2024;Viale dei Lavoratori, 258;Asti;Attivo;
59076341;PNG737;17/11/2023;Via Colombo, 64;Vicenza;Inattivo;14/09/2025
59081700;SOP506;15/03/2022;Via San Giovanni, 208;Gorizia;Attivo;
59121516;KVR641;01/01/2023;Corso Marconi, 140;Catanzaro;Inattivo;30/01/2025
59125949;MYY301;07/06/2025;Corso del Risorgimento, 90;Cremona;Attivo;
59133424;HGI506;08/09/2023;Corso della Pace, 267;Foggia;Attivo;
59134103;NAA655;16/10/2025;Via dei Mille, 78;Palermo;Attivo;
59136165;UVA821;09/12/2024;Via Dante, 261;Pordenone;Attivo;
59150892;SIV111;11/11/2022;Viale della Repubblica, 171;Firenze;Inattivo;26/08/2024
59212233;TUX939;16/11/2025;Piazza Mazzini, 161;L'Aquila;Attivo;
59328980;EYM500;07/06/2021;Corso Vittorio Emanuele, 281;Reggio Calabria;Attivo;
59331088;SZK748;07/07/2024;Viale dei Lavoratori, 222;Venezia;Inattivo;09/05/2025
59363568;ZOS538;07/09/2020;Via Colombo, 128;Caltanissetta;Attivo;
59366538;JOG238;24/02/2020;Via del Commercio, 155;Gorizia;Attivo;
59375973;BYQ701;16/02/2026;Via Dante, 4;Cosenza;Attivo;
59383184;FTK023;02/11/2020;Corso della Pace, 223;Rimini;Attivo;
59434577;UVP519;03/08/2024;Viale Santa Maria, 122;Reggio Calabria;Attivo;
59444076;KSA157;22/05/2024;Corso Vittorio Emanuele, 97;Rovereto;Attivo;
59446657;CDK453;29/10/2022;Via IV Novembre, 53;Teramo;Inattivo;06/09/2024
59451475;FHL537;23/12/2022;Via delle Scienze, 40;Sondrio;Attivo;
59451983;AWU365;25/09/2021;Via dell'Acquedotto, 56;Sassari;Attivo;
59462455;WYK051;17/06/2023;Corso del Risorgimento, 8;Gorizia;Inattivo;08/01/2026
59476419;YAL754;12/01/2023;Via dell'Acquedotto, 260;Lucca;Attivo;
59516570;SMS834;16/12/2024;Via Dante, 56;Ferrara;Attivo;
59602667;MRD410;06/06/2024;Corso Cavour, 233;Barletta;Attivo;
59652396;UMZ941;26/07/2025;Viale delle Industrie, 28;Cesena;Inattivo;20/02/2026
59653916;NCR506;11/07/2020;Via Roma, 26;Piacenza;Attivo;
59660251;XJZ472;14/01/2023;Viale dei Lavoratori, 142;Perugia;Inattivo;30/03/2026
59679146;OEE470;20/09/2022;Via Mazzini, 212;Rieti;Attivo;
59729697;RYF317;26/04/2020;Via Verdi, 155;Biella;Inattivo;29/12/2020
59750198;FYE914;05/08/2020;Via Dante, 288;Vibo Valentia;Attivo;
59788795;NOX334;25/05/2022;Via Roma, 299;Lecce;Inattivo;09/08/2022
59811846;RYO262;10/12/2023;Piazza Mazzini, 15;Trento;Inattivo;01/11/2024
59830220;DBT746;30/11/2023;Viale dei Lavoratori, 153;Rieti;Inattivo;02/03/2024
59864300;CMG078;10/11/2025;Via del Commercio, 106;Gorizia;Inattivo;09/01/2026
59872839;EMW553;19/12/2021;Viale Italia, 66;Sondrio;Inattivo;06/11/2022
59885582;IJD697;31/10/2025;Viale della Repubblica, 12;Siracusa;Attivo;
59911877;DTG426;07/04/2022;Via Matteotti, 134;Ascoli Piceno;Inattivo;21/03/2025
59912165;BIK048;20/10/2023;Via della Costituzione, 74;Catanzaro;Attivo;
59931367;WLT285;20/11/2023;Corso Cavour, 207;Oristano;Attivo;
59940232;THW220;09/03/2022;Viale della Repubblica, 179;Rieti;Inattivo;04/06/2024
59977917;VZU602;19/03/2026;Via delle Scienze, 70;Cosenza;Attivo;
59991365;RRM657;28/05/2020;Piazza Mazzini, 295;Frosinone;Attivo;
59996357;SXP075;27/03/2024;Via Dante, 37;Pistoia;Attivo;
60032990;PWT417;04/06/2020;Corso Marconi, 154;Firenze;Attivo;
60034522;RMV940;06/09/2020;Via Europa, 116;Latina;Inattivo;24/04/2026
60064227;XSZ481;18/09/2024;Viale della Repubblica, 159;Reggio Emilia;Attivo;
60105875;HUR243;03/08/2021;Corso XX Settembre, 14;Rimini;Inattivo;16/10/2025
60145561;DBT746;16/10/2024;Corso Vittorio Emanuele, 242;Roma;Attivo;
60147642;MKY869;02/07/2025;Via dell'Acquedotto, 63;Foligno;Attivo;
60193531;XIW196;21/11/2020;Via Matteotti, 155;Ravenna;Inattivo;10/09/2021
60230506;VDA978;11/11/2024;Corso XX Settembre, 174;Frosinone;Attivo;
60237438;WDA705;04/08/2025;Via dei Mille, 85;Bologna;Inattivo;22/12/2025
60254972;QVL965;29/07/2022;Corso Cavour, 17;Vibo Valentia;Attivo;
60263560;QTD531;08/08/2025;Corso XX Settembre, 160;Barletta;Attivo;
60264801;JBE249;01/11/2024;Via Colombo, 105;Cosenza;Inattivo;27/01/2025
60313928;NZK565;03/07/2020;Corso Cavour, 78;Reggio Calabria;Inattivo;07/09/2024
60344694;GMA723;13/02/2024;Via Mazzini, 131;Vicenza;Attivo;
60361920;NAV767;23/08/2021;Viale Santa Maria, 299;Cesena;Attivo;
